level,key,class,budget_ms,completed_depth,nodes,nps,ebf_approx,qsearch_ratio,eval_per_node,movegen_per_node,make_unmake_per_node,pseudo_to_legal_ratio,tt_hit_rate,tt_cutoff_rate,tt_store_per_probe,lmr_research_rate,null_research_rate,aspiration_retry_per_iter,futility_pruned,qsearch_see_prune_rate,aborted_iteration_depth
position,qless_03,queenless_middlegame,3000,7.0,582985.0,198293.0,6.662931,0.7194696261481857,0.9790722009068713,2.828017172530471,97.66881480655591,1.1548125875484092,0.18105613057054418,0.00010161969348182252,0.9988967004707688,0.0,0.7893864013266998,0.0,401643.0,0.37173018542612046,8.0
position,tac_01,tactical_middlegame,100,5.0,17426.0,177810.0,7.050819,0.7289108229082979,0.8876965453919431,2.3610696660162973,124.6129920807988,1.2224056144283453,0.2131286394917946,0.00868184224457385,0.9903184165232358,0.0,0.18181818181818182,0.2,18795.0,0.511908444169502,6.0
position,tac_01,tactical_middlegame,500,6.0,82329.0,168017.0,6.595668,0.7576604008823248,0.8804673930206853,2.3722207977729752,119.8208650657727,1.273927069316732,0.19703984455585674,0.0021829347278528076,0.9972849824114078,0.019230769230769232,0.25,0.16666666666666666,128133.0,0.4665432905145511,7.0
position,tac_01,tactical_middlegame,1000,6.0,173501.0,177040.0,7.433878,0.7730337207370791,0.8410078989122528,2.3908277185722273,121.29930086858289,1.3520795408661421,0.2595677385345282,0.001033468479211384,0.9984327620864707,0.019230769230769232,0.3,0.16666666666666666,408843.0,0.4715899546447169,7.0
position,tac_01,tactical_middlegame,3000,7.0,492862.0,167639.0,6.504988,0.7358976752113168,0.8714934403545008,2.365114372785891,118.1509306864802,1.3024721880455299,0.13777561261550283,0.0005703354285239007,0.9979206520835067,0.023391812865497075,0.7322834645669292,0.14285714285714285,782147.0,0.476274188087611,8.0
position,tac_02,tactical_middlegame,100,2.0,13702.0,139810.0,117.055542,0.9873011239235148,0.8801634797839731,2.0715953875346664,112.50498565769703,1.2362680196714069,0.2355864811133201,0.0,0.9960238568588469,0.0,0.0,0.0,1318.0,0.4266809063893016,3.0
position,tac_02,tactical_middlegame,500,4.0,69883.0,142616.0,16.258965,0.9192313334311281,0.9132343392710951,2.2786607571351944,135.04638403990026,1.1367844268620901,0.19633455246975604,0.0012459306297978377,0.9985181625215267,0.0,0.0,0.0,35785.0,0.3938737218739546,5.0
position,tac_02,tactical_middlegame,1000,5.0,149578.0,152628.0,10.838609,0.9153351428686036,0.8978465615331553,2.201413309443902,128.4935752583936,1.1736030661976162,0.26335054420284587,0.004508762999054615,0.9953215523719487,0.0,0.0,0.0,61175.0,0.3435563903450983,6.0
position,tac_02,tactical_middlegame,3000,6.0,427858.0,145529.0,8.680604,0.8779291260184454,0.9067470983363639,2.2498141906894342,135.85555955480555,1.1500115847998136,0.2779061357978073,0.0016192310892369133,0.9982975673132924,0.0,0.06521739130434782,0.0,286795.0,0.33363826680505954,7.0
position,tac_03,tactical_middlegame,100,5.0,16798.0,171399.0,6.99925,0.9352303845695916,0.903143231337064,2.178175973330158,104.00357185379212,1.1933891863666701,0.288355408388521,0.014624724061810155,0.9834437086092715,0.0,0.0,0.0,6905.0,0.2963225806451613,6.0
position,tac_03,tactical_middlegame,500,6.0,88454.0,180514.0,6.664254,0.8561625251543175,0.9261424017003188,2.1991769733420763,109.66142853912768,1.1452095584863242,0.24694029586008726,0.0027670367873993402,0.9969491645677392,0.0,0.12903225806451613,0.0,47742.0,0.28363174864512586,7.0
position,tac_03,tactical_middlegame,1000,7.0,169881.0,173346.0,5.586805,0.800878261842113,0.9212036660956787,2.336129408232822,123.31247167134642,1.1324503778390014,0.24059015940293008,0.0011978254860407261,0.9981341564544366,0.0,0.35507246376811596,0.0,196797.0,0.2960640601575328,8.0
position,tac_03,tactical_middlegame,3000,8.0,424418.0,144359.0,5.052127,0.7907911540038358,0.9066227162844177,2.255123486751269,117.31272000716275,1.1645306756581826,0.19113022617491005,0.0011400598666508174,0.9971550273453934,0.0,0.6703056768558951,0.0,351048.0,0.2835424786893558,9.0
position,tac_04,tactical_middlegame,100,3.0,15885.0,162085.0,25.137905,0.9341190897942498,0.7936418004406673,2.1683471862651587,115.27088159149748,1.4682366690921267,0.3075780089153046,0.0022618037885213456,0.9960418433700876,0.0,0.0,0.3333333333333333,663.0,0.5537110161979208,4.0
